=== Airports Without IATA Codes ===
ICAO,Name,City,Country
SNUI,Aracuai Airport,Aracuai,BR
SNUJ,Santa Maria da Boa Vista Airport,Santa Maria Da Boa Vista,BR
SNUK,Fazenda Lago Vermelho Airport,Buritizeiro,BR
SNUL,Fazenda Aurora III Airport,Ribas Do Rio Pardo,BR
SNUM,Sao Jose do Egito Airport,Sao Jose Do Egito,BR
SNUN,Unai Airport,Unai,BR
SNUP,Usina Porto Rico Airport,Campo Alegre,BR
SNUS,Usina Delta I Airport,Delta,BR
SNUT,Utinga Airport,Utinga,BR
SNUU,Uaua Airport,Uaua,BR
SNUV,Fazenda Nova Aurora Airport,Anaurilandia,BR
SNUW,Sertania Airport,Sertania,BR
SNUX,Fazenda Santo Antonio Airport,Ribas Do Rio Pardo,BR
SNUY,Buritis Airport,Buritis,BR
SNUZ,Usina Coruripe Airport,Coruripe,BR
SNVA,Fazenda Bela Vista Airport,Cumaru Do Norte,BR
SNVC,Vicosa Airport,Vicosa,BR
SNVD,Santa Maria da Vitoria Airport,Santa Maria Da Vitoria,BR
SNVG,Volta Grande Airport,Conceicao Das Alagoas,BR
SNVH,Fazenda Santa Helena Airport,Caceres,BR
SNVJ,Fazenda Salto Grande Airport,Jauru,BR
SNVK,Fazenda Santa Terezinha Airport,Tres Lagoas,BR
SNVL,Virgem da Lapa Airport,Virgem Da Lapa,BR
SNVM,Fazenda Guaivira Airport,Brasilandia,BR
SNVN,Fazenda Santa Clara Airport,Rubiacea,BR
SNVO,Fazenda Pontal Airport,Carneirinho,BR
SNVP,Fazenda Aracatuba Airport,Santa Fe,BR
SNVQ,Fazenda Santa Monica Airport,Piraque,BR
SNVR,Aeroclube da Bahia Airport,Vera Cruz,BR
SNVU,Fazenda Itatuba Airport,Cassia,BR
SNVV,Valente Airport,Valente,BR
SNVW,Fazenda Sao Joao do Guapore Airport,Nova Lacerda,BR
SNVY,Fazenda Ouro Verde Airport,Paranhos,BR
SNVZ,Varzea da Palma Airport,Varzea Da Palma,BR
SNWA,Guaxuma Airport,Coruripe,BR
SNWB,Fazenda Sao Lucas Airport,Mirandopolis,BR
SNWD,Fazenda Guavira Airport,Iguatemi,BR
SNWE,Fazenda Baia da Bugra Airport,Corumba,BR
SNWF,Fazenda Cachoeirinha Airport,Ponta Pora,BR
SNWG,Fazenda Ipora Airport,Itaquirai,BR
SNWH,Fazenda Sao Mateus Airport,Querencia Do Norte,BR
SNWI,Fazenda Sao Joao II Airport,Comodoro,BR
SNWJ,Fazenda Rancho Alegre Airport,Araputanga,BR
SNWK,Fazenda Santa Terezinha Airport,Pedra Preta,BR
SNWL,Fazenda Ranchinho Airport,Apore,BR
SNWM,Fazenda Bonito Airport,Ilha Solteira,BR
SNWN,Fazenda Alianca Airport,Pedra Preta,BR
SNWO,Fazenda Vera Cruz Airport,Amambai,BR
SNWP,Laginha Airport,Uniao Dos Palmares,BR
SNWR,Wilma Rabelo Airport,Senador Jose Porfirio,BR
SNWS,Crateus Airport,Crateus,BR
SNWU,Fazenda Ponte Quinha Airport,Aral Moreira,BR
SNWZ,Uruba Airport,Atalaia,BR
SNXA,Machado Airport,Machado,BR
SNXB,Caxambu Airport,Caxambu,BR
SNXD,Fazenda Beradao Airport,Itaituba,BR
SNXF,Retiro Santo Antonio da Fazenda Triunfo Airport,Corumba,BR
SNXG,Fazenda dos Castanhais Airport,Sapucaia,BR
SNXH,Itapecuru Airport,Codo,BR
SNXI,Estancia Turistica de Pereira Barreto Airport,Pereira Barreto,BR
SNXK,Fazenda Lagoa do Triunfo Airport,Sao Felix Do Xingu,BR
SNXL,Primavera Airport,Querencia,BR
SNXM,Fazenda Itumbiara Airport,Altamira,BR
SNXN,Heringer Airport,Balsas,BR
SNXO,Fazenda Bom Sucesso Airport,Novo Progresso,BR
SNXQ,Xique-Xique Airport,Xique-Xique,BR
SNXR,Fazenda Conforto Airport,Itaituba,BR
SNXV,Fazenda Lagoa das Conchas Airport,Colniza,BR
SNXW,Chaves Airport,Chaves,BR
SNXX,Maxaranguape Airport,Maxaranguape,BR
SNXY,Cikel Brasil Verde Airport,Portel,BR
SNYB,Ituiutaba Airport,Ituiutaba,BR
SNYC,Rosa Branca Airport,Itaituba,BR
SNYD,Pilao Arcado Airport,Pilao Arcado,BR
SNYF,Fazenda Parnaiba Airport,Tasso Fragoso,BR
SNYI,Fazenda HJ Airport,Unai,BR
SNYJ,Pista Sao Jorge Airport,Jacareacanga,BR
SNYL,Fazenda Sao Joao Airport,Varjao De Minas,BR
SNYM,Fazenda Flexas Airport,Sao Romao,BR
SNYN,Fazenda Rio das Pedras Airport,Prata,BR
SNYO,Fazenda Logradouro Vereda da Ponte Airport,Riachinho,BR
SNYP,Chacara Paraiso Airport,Benevides,BR
SNYQ,Pista Sao Pedro Airport,Itaituba,BR
SNYR,Fazenda Agua Azul Airport,Itaituba,BR
SNYS,Destilaria WD Airport,Joao Pinheiro,BR
SNYT,Ituacu Airport,Ituacu,BR
SNYU,Iturama Airport,Iturama,BR
SNYV,Fazenda Sococo Airport,Moju,BR
SNYW,Antonio Guerreiro Airport,Guimaraes,BR
SNYX,Sitio Vodo Airport,Cascavel,BR
SNYZ,Vicente Jose Airport,Russas,BR
SNZC,Fazenda Aguas Claras Airport,Iguatemi,BR
SNZD,Fazenda Dona Hilda Airport,Montividiu Do Norte,BR
SNZE,Aeroxingu Airport,Altamira,BR
SNZF,Fazenda Bela Vista Airport,Soure,BR
SNZH,Fazenda Pequena Holanda Airport,Alto Parnaiba,BR
SNZK,Fazenda Canada Airport,Itacarambi,BR
SNZL,Fazenda Santa Thereza Airport,Novo Horizonte,BR
SNZO,Fazenda Bebida Velha Airport,Touros,BR
SNZP,Pocoes Airport,Pocoes,BR
SNZQ,Pista Santa Lucia Airport,Itaituba,BR
SNZR,Paracatu Airport,Paracatu,BR
SNZT,Fazenda Recreio Airport,Paragominas,BR
SNZU,Fazenda Nova Conceicao Airport,Tome Acu,BR
SNZV,Fazenda Jamaica Airport,Ulianopolis,BR
SNZY,Fazenda Bandeira Airport,Tupa,BR
SNZZ,Muzzi Airport,Coruripe,BR
SOML,Malin Airport,Malin,PE
SOOY,Sinnamary,Sinnamary,GF
SPAA,Caraz Airport,Ancash,PE
SPAB,Huancabamba Airport,Huancabamba,PE
SPAC,Ciro Alegria Airport,Bagua,PE
SPAG,Aguaytia Airport,Aguaytia,PE
SPAI,Urpay Airport,Pataz,PE
SPAL,Alao Airport,El Dorado,PE
SPAM,Camana Airport,Camana,PE
SPAN,Sullana Airport,Sullana,PE
SPAP,Picota Airport,Picota,PE
SPAT,Aguas Calientes Airport,Aguas Calientes,PE
SPBA,Barranca Airport,Barranca,PE
SPBC,Caballococha Airport,Caballococha,PE
SPBQ,Nuevo Acari Airport,La Bella Union,PE
SPBS,Bellavista Airport,Jeberos,PE
SPBT,Obenteni Airport,Obenteni,PE
SPBY,Bayovar,Bayovar,PE
SPCC,Ciudad Constitucion Airport,Ciudad Constitucion,PE
SPCG,Casa Grande Airport,Ascope,PE
SPCH,Tocache Airport,Tocache,PE
SPCM,Contamana Airport,Contamana,PE
SPCN,Cunocuno Airport,Cunocuno,PE
SPCP,Pucacaca Airport,Pucacaca,PE
SPCR,Acari Airbase Airport,Acari,PE
SPCT,Chota Airport,Chota,PE
SPDO,Mollendo Airport,Mollendo,PE
SPEB,Pebas Airport,Loreto,PE
SPEE,El Estrecho Airport,,PE
SPEN,Iscozasin Airport,Iscozasin,PE
SPEP,Puerto Esperanza Airport,Esperanza,PE
SPEQ,Cesar Torke Podesta Airport,Moquegua,PE
SPEZ,Puerto Bermudez Airport,Oxapampa,PE
SPFA,Fausa Airport,Fausa,PE
SPGB,Galilea Airport,,PE
SPGP,Gueppi­ Airport,,PE
SPGS,Lagunas Airport,Cajamarca,PE
SPGT,Puerto Victoria Airport,Puerto Victoria,PE
SPGU,Bagua Airport,Bagua,PE
SPHA,Chincha Airport,Chincha,PE
SPHC,Chala Airport,Puerto Chala,PE
SPHL,Olmos Airport,<Olmos,PE
SPHU,Huancayo Airport,Huancayo,PE
SPHV,Huanuco Viejo Airport,Huanuco Viejo,PE
SPIA,Ica Airport,Ica,PE
SPIN,Inapari Airport,Inapari,PE
SPIP,Satipo Airport,Satipo,PE
SPIR,Patria Airport,Pillcopata,PE
SPIS,Pias Airport,Pataz,PE
SPIT,Paita Airport,Paita Wesr,PE
SPIY,Yauri Airport,Yauri,PE
SPJB,Pampa Grande Airport,Pampa Grande,PE
SPLA,Luisiana Airport,Luisiana,PE
SPLC,Mariano Melgar,La Joya,PE
SPLD,Celendin Airport,Celendin,PE
SPLG,Lagarto Nuevo Airport,Lagarto,PE
SPLP,Las Palmas Airport,Chorrillos,PE
SPLS,Zorrillos Airport,Zorrillos,PE
SPLT,Lobitos Airport,Lobitos,PE
SPNH,Laguna Choclococha Airport,Choclococha,PE
SPNM,Nuevo Mundo Airport,Nuevo Mundo,PE
SPNO,Ancon Airport,Ancon,PE
SPNP,Ventilla Airport,Ventilla,PE
SPNR,Ricran Airport,Ricran,PE
SPNT,Intuto Airport,Intuto,PE
SPNU,Manu Airport,Manu,PE
SPOL,Collique Airport,Collique Bajo,PE
SPON,Orellana Airport,Orellana,PE
SPOR,Orcopampa Airport,Orcopampa,PE
SPOS,Zorritos Airport,Contralmirante Villar,PE
SPOV,Shiringayoc/Hacienda Hda Mejia Airport,Leon Velarde,PE
SPOY,Atico Airport,Atico,PE
SPPA,Puerto Ocopa Airport,Puerto Ocopa,PE
SPPB,Tipishsa Airport,Puerto Breu,PE
SPPG,Paramonga Airport,Paramonga,PE
SPPH,Pampa Hermosa Airport,Pampa Hermosa,PE
SPPL,Playa Airport,Trismaje,PE
SPPM,Pomacocha Airport,Pomacocha,PE
SPPN,Palmas del Espino Airport,Palmas del Espino,PE
SPPO,Pozuzo Airport,Pozuzo,PE
SPPP,Huanacopampa Airport,Huanacopampa,PE
SPPZ,Palcazu Airport,Porvenir,PE
SPQI,Kiteni Airport,La Convencion,PE
SPQJ,Jaqui Airport,Jaqui,PE
SPQR,Quiruvilca Airport,Qiruvilca,PE
SPRF,San Rafael Airport,San Rafael,PE
SPRG,San Regis Airport,Chincha,PE
SPRL,Imperial Airport,Imperial,PE
SPRM,Capitan FAP Leonardo Alvarino Herr Airport,San Ramon,PE
SPSA,Casma Airport,Casma,PE
SPSE,Sepahua Airport,Sepahua,PE
SPSI,Siguas Airport,Siguas,PE
SPSJ,San Jose de Sisa Airport,El Dorado,PE
SPSL,Lamas Airport,Lamas,PE
SPSN,Shapaja Airport,Shapaja,PE
SPSS,Masisea Airport,Masisea,PE
SPTA,Nauta Airport,Nauta,PE
SPTE,San Francisco Airport,San Francisco,PE
SPTI,Puerto Inca Airport,Puerto Inca,PE
SPTP,El Pato Air Base,El Pato,PE
SPTQ,Toquepala Airport,Toquepala,PE
SPTR,Tournavista Airport,Tournavista,PE
SPTY,Tintay Airport,Tintay,PE
SPUC,Huamachuco Airport,Huamachuco,PE
SPVA,Hacienda El Valor Airport,El Valor,PE
SPVI,Vicco Airport,Vicco,PE
SPVL,Caraveli Airport,Caraveli,PE
SPVR,Vitor Airport,Vitor,PE
SPYA,Luya Airport,Luya,PE
SPYO,Pacasmayo Airport,Pacasmayo,PE
SPYU,Yauca Airport,Yauca,PE
SPZH,Pachiza Airport,Pachiza,PE
SPZT,Chazuta Airport,Chazuta,PE
SSAB,Ibaiti Airport,Ibaiti,BR
SSAD,Fazenda Ribeirao Airport,Chapadao Do Sul,BR
SSAE,Arroio Grande Airport,Arroio Grande,BR
SSAF,Aeroclube de Foz do Iguacu Airport,Santa Terezinha De Itaipu,BR
SSAG,Fazenda Agropecuaria Lobo Ltda Airport,Agua Clara,BR
SSAJ,Fazenda Esperanca Airport,Bataipora,BR
SSAK,Aeroclube Airport,Cruz Alta,BR
SSAM,Amambai Airport,Amambai,BR
SSAN,Andira Airport,Andira,BR
SSAQ,Aeroclube Airport,Passo Fundo,BR
SSAR,Fazenda Jacare Airport,Campo Grande,BR
SSAU,Centeno Airport,Tapes,BR
SSAV,Fazenda Amonguija Airport,Porto Murtinho,BR
SSAW,Fazenda Japecanga Airport,Ribas Do Rio Pardo,BR
SSAY,Sitio Pouso do Aviador Airport,Campo Grande,BR
SSBA,Fazenda Bela Vista Airport,Camapua,BR
SSBB,Estrela Dalva Airport,Bodoquena,BR
SSBC,Malibu Confinamento - MC Airport,Castilho,BR
SSBD,Sobradinho Airport,Sobradinho,BR
SSBE,Camapua Airport,Camapua,BR
SSBF,Fazenda JL Airport,Aparecida Do Taboado,BR
SSBH,Fazenda Baia do Lara Airport,Corumba,BR
SSBJ,Bom Jesus Airport,Bom Jesus,BR
SSBK,Fazenda Araruna Airport,Sonora,BR
SSBM,Fazenda Lageado Airport,Dois Irmaos Do Buriti,BR
SSBN,Belem Novo Airport,Porto Alegre,BR
SSBO,Palmares Airport,Bossoroca,BR
SSBQ,Frigorifico Marfrig Airport,Bataguassu,BR
SSBR,Bandeirantes Airport,Bandeirantes,BR
SSBS,Fazenda Boa Esperanca Airport,Brasilandia,BR
SSBT,Fazenda Santa Ilidia Airport,Bataipora,BR
SSBU,Fazenda Baguacu - Miragem Airport,Porto Murtinho,BR
SSBV,Bela Vista Airport,Bela Vista,BR
SSBW,Fazenda Boa Sorte Airport,Sidrolandia,BR
SSBX,Fazenda Lageado Airport,Coxim,BR
SSBY,Orlando Chesini Ometto Airport,Miranda,BR
SSBZ,Aeroclube Airport,Sapiranga,BR
SSCA,Fazenda Campo Bom Airport,Chapadao Do Sul,BR
SSCB,Fazenda Santa Maria Airport,Mundo Novo,BR
SSCD,Chapadao do Sul Airport,Chapadao Do Sul,BR
SSCE,Aeroclube Airport,Bage,BR
SSCF,Max Fontoura Airport,Campo Largo,BR
SSCH,Fazenda Cachoeirao Airport,Nova Andradina,BR
SSCI,Coxim Airport,Coxim,BR
SSCJ,Fazenda Celeiro Airport,Rio Brilhante,BR
SSCM,Fazenda Cacadinha Airport,Rio Brilhante,BR
SSCO,Comandante Marilda Zaiden de Mesquita Airport,Capao Do Leao,BR
SSCQ,Salca Airport,Cacequi,BR
SSCR,Marechal Candido Rondon Airport,Marechal Candido Rondon,BR
SSCS,Estancia Ema Airport,Campo Grande,BR
SSCU,Fazenda Santa Marina Airport,Santa Maria Das Barreiras,BR
SSCV,Capivari Airport,Capivari Do Sul,BR
SSCW,Fazenda Sao Sebastiao Airport,Corumba,BR
SSCX,Fazenda Coxilha Airport,Passo Fundo,BR
SSDB,Fazenda Kurupay Airport,Angelica,BR
SSDC,Dionisio Cerqueira Airport,Dionisio Cerqueira,BR
SSDE,Fazenda Barra Dourada Airport,Dourados,BR
SSDF,Fazenda Sao Jose Airport,Corumba,BR
SSDG,Fazenda Nazare Airport,Santa Filomena,BR
SSDH,Fazenda Caranday Airport,Corumba,BR
SSDI,Fazenda Bacatuba Airport,Buriti Bravo,BR
SSDJ,Fazenda Bonanza Airport,Camapua,BR
SSDK,Fazenda Vista Alegre Airport,Novo Horizonte Do Sul,BR
SSDL,Fazenda Ribeirao Airport,Ribeirao Goncalves,BR
SSDM,Aeroclube de Santana do Livramento Airport,Santana Do Livramento,BR
SSDN,Fazenda Galileia Airport,Baixa Grande Do Ribeiro,BR
SSDP,Fazenda Fortaleza do Guapore Airport,Vila Bela Da Santissima Trindade,BR
SSDQ,Fazenda Marema Airport,Miranda,BR
SSDS,Fazenda Bandeirantes Airport,Nova Crixas,BR
SSDT,Fazenda Pau D`Arco Airport,Redencao,BR
SSDU,Fazenda Modelo Airport,Pedro Gomes,BR
SSDV,Fazenda Santa Maria Airport,Coxim,BR
SSDW,Fazenda Potrich Airport,Sorriso,BR
SSDX,Fazenda da Coxilha Airport,Camaqua,BR
SSDY,Fazenda Duas Irmas Airport,Guiratinga,BR
SSDZ,Fazenda Divisao Airport,Amambai,BR
SSED,Fazenda Escalada Airport,Pedro Gomes,BR
SSEE,Regional do Vale do Taquari Airport,Estrela,BR
SSEF,Fazenda Passaredo Airport,Cajuru,BR
SSEG,Estancia da Gruta Airport,Pelotas,BR
SSEI,Fazenda Santo Andre Airport,Miranda,BR
SSEK,Fazenda Lontra Airport,Ribas Do Rio Pardo,BR
SSEL,Fazenda Jatiuca Airport,Agua Clara,BR
SSEO,Fazenda Mimoso Airport,Ribas Do Rio Pardo,BR
SSEP,Sao Sepe Airport,Sao Sepe,BR
SSEQ,Fazenda Rio Brilhante Airport,Angelica,BR
SSES,Encruzilhada do Sul Airport,Encruzilhada Do Sul,BR
SSET,Tambau Airport,Tambau,BR
SSEU,Monte Carmelo Airport,Itaituba,BR
SSEV,Sao Camilo Airport,Corumba,BR
SSEW,Sitio Limoeiro Airport,Pardinho,BR
SSEX,Estancia Caiman Airport,Miranda,BR
SSEY,Estancia Itapororo Airport,Alegrete,BR
SSEZ,Espumoso Airport,Espumoso,BR
SSFA,Foz do Areia Airport,Pinhao,BR
SSFD,Fazenda Acaraja Airport,Amambai,BR
SSFE,Estancia Hercules Airport,Foz Do Iguacu,BR
SSFF,Fazenda Sao Francisco Airport,Nova Alvorada Do Sul,BR
SSFG,Fazenda Guanabara Airport,Paranapoema,BR
SSFH,Vale dos Dinassauros Airport,Uberaba,BR
SSFI,Fazenda Itamarati Airport,Ponta Pora,BR
SSFJ,Fazenda Retiro da Cachoeira Airport,Campo Grande,BR
SSFK,Forte Coimbra Airport,Corumba,BR
SSFL,Joao Pereira dos Santos Filho Airport,Fronteiras,BR
SSFM,Fazenda Marimbondo Airport,Conselheiro Mairinck,BR
SSFN,Fazenda Novilho Airport,Caarapo,BR
SSFO,Fazenda Novo Horizonte Airport,Miranda,BR
SSFP,Fazenda Sao Paulo Airport,Tres Lagoas,BR
SSFQ,Fazenda Barra Nova Airport,Rio Brilhante,BR
SSFR,Fronteira Airport,Fronteira,BR
SSFU,Fazenda Ligacao Airport,Sete Quedas,BR
SSFW,Fazenda Grotao Airport,Coxim,BR
SSFX,Fazenda Primavera Airport,Nova Fatima,BR
SSGA,Garibaldi Airport,Garibaldi,BR
SSGB,Guaratuba Airport,Guaratuba,BR
SSGC,General Canrobert Pereira da Costa Airport,Aquidauana,BR
SSGE,Fazenda Periquitos Airport,Tres Lagoas,BR
SSGF,Fazenda Formosa Airport,Ribas Do Rio Pardo,BR
SSGG,Fazenda Jacare de Chifre Airport,Porto Murtinho,BR
SSGH,Fazenda Capao Verde Airport,Aquidauana,BR
SSGI,Astral Airport,Eldorado Do Sul,BR
SSGJ,Fazenda Poleiro Grande Airport,Corumba,BR
SSGK,Fazenda Volta Grande Airport,Maracaju,BR
SSGM,Fazenda Seriema Airport,Bela Vista,BR
SSGN,Fazenda Guaiba Airport,Iguatemi,BR
SSGO,Rosada Airport,Sao Gabriel D`Oeste,BR
SSGP,Piquet Airport,Brasilia,BR
SSGR,Guapore Airport,Guapore,BR
SSGS,Fazenda Falcao Airport,Primavera Do Leste,BR
SSGT,Fazenda Capao Alto Airport,Rio Brilhante,BR
SSGU,Fazenda Gurucaia Airport,Santa Isabel Do Ivai,BR
SSGW,Goio-Ere Airport,Goio-Ere,BR
SSGX,Fazenda Rio Negro Airport,Aquidauana,BR
SSGZ,Fazenda Santa Helena do Pindo Airport,Navirai,BR
SSHA,Aeroclube de Aquidauana Airport,Aquidauana,BR
SSHB,Fazenda Serra Dourada Airport,Ivate,BR
SSHC,Capitao Pedro Paranhos Airport,Guapirama,BR
SSHD,Fazenda Bipandora II Airport,Itapora,BR
SSHF,Sitio Serra Negra Airport,Corumba,BR
SSHG,Antonio Joao Airport,Antonio Joao,BR
SSHI,Fazenda Dom Francisco Airport,Itaquirai,BR
SSHJ,Fazenda Santa Rita Airport,Ponta Pora,BR
SSHK,Fazenda Jaguarandy Airport,Ponta Pora,BR
SSHL,Fazenda Jussara Airport,Jussara,BR
SSHN,Recanto das Aguias Airport,Iguaracu,BR
SSHQ,Fazenda Paraiso Airport,Terenos,BR
SSHT,Ingazeira Airport,Alta Floresta,BR
SSHU,Fazenda Centenario Airport,Aquidauana,BR
SSHW,Fazenda Macarai Airport,Itaquirai,BR
SSHX,Fazenda Jatoba Airport,Paranhos,BR
SSIB,Fazenda Suely Airport,Agua Clara,BR
SSIC,APLIC Aviacao Agricola Ltda Airport,Dourados,BR
SSID,Independencia Airport,Nova Andradina,BR
SSIE,Teruel Ipanema Estancia Airport,Campo Grande,BR
SSIF,Fazenda Baunilha Airport,Itaquirai,BR
SSIG,Fazenda Santa Maria Airport,Aquidauana,BR
SSIH,Fazenda Fortaleza Airport,Brasilandia,BR
SSII,Fazenda Orion Airport,Bela Vista,BR
SSIM,Boqueirao Alegre Airport,Quarai,BR
SSIO,Candiota Airport,Candiota,BR
SSIP,Fazenda Santa Otilia Airport,Porto Murtinho,BR
SSIR,Ibiruba Airport,Ibiruba,BR
SSIS,Major Jose Ignacio Airport,Ibate,BR
SSIU,Sitio Enel Airport,Pantano Grande,BR
SSIV,Fazenda Experimental Airport,Ivinhema,BR
SSIW,Fazenda Damaro Airport,Miranda,BR
SSIX,Fazenda Campo Verde Airport,Taquarussu,BR
SSIY,Fazenda Santa Adelina Airport,Guaicara,BR
SSIZ,Condominio Fazenda da Grama Airport,Itupeva,BR
SSJB,Salenco Airport,Sao Gabriel D`Oeste,BR
SSJC,Fazenda do Jacui Airport,Guaiba,BR
SSJE,Fazenda Sao Joaquim Airport,Selviria,BR
SSJG,Fazenda Santa Ana Airport,Porto Murtinho,BR
SSJH,Fazenda Guarani Airport,Nova Andradina,BR
SSJI,Jardim Airport,Jardim,BR
SSJJ,Fazenda Tupi Airport,Nova Andradina,BR
SSJK,Julio de Castilho Airport,Julio De Castilho,BR
SSJL,Fazenda Jamaica Airport,Camapua,BR
SSJM,Fazenda Julio Martins Airport,Chapadao Do Sul,BR
SSJO,Fazenda Angico Airport,Corumba,BR
SSJP,Fazenda Junqueira Airport,Colorado,BR
SSJQ,Fazenda Floresta Airport,Ribeirao Cascalheira,BR
SSJR,Jaguarao Airport,Jaguarao,BR
SSJT,Fazenda Rio Lagoa Airport,Ribas Do Rio Pardo,BR
SSJU,Fazenda Santa Paula Airport,Inocencia,BR
SSJV,Piratininga Airport,Corumba,BR
SSJW,Fazenda Jauru Airport,Rio Brilhante,BR
SSJX,Sao Bento Airport,Corumba,BR
SSJY,Sao Joao Airport,Corumba,BR
SSJZ,Fazenda Tres Unidos Airport,Terra Roxa,BR
SSKA,Fazenda Campinas Airport,Corumba,BR
SSKB,Fazenda Tupanciretan Airport,Aquidauana,BR
SSKC,Fazenda Uniao Airport,Inocencia,BR
SSKD,Fazenda Uniao Airport,Aquidauana,BR
SSKE,Campo Evelina Airport,Santa Monica,BR
SSKF,Porto Bonito Airport,Itaquirai,BR
SSKG,Estancia Santa Maria Airport,Campo Grande,BR
SSKH,Fazenda Karl Hermann Isenberg Airport,Aral Moreira,BR
SSKI,Fazenda Santa Helena Airport,Cornelio Procopio,BR
SSKJ,Fazenda Mestica Airport,Rio Branco Do Ivai,BR
SSKK,Capao da Canoa Airport,Capao Da Canoa,BR
SSKL,Fazenda Piao Airport,Amambai,BR
SSKN,Campo Novo Airport,Campo Novo,BR
SSKO,Independencia Airport,Anastacio,BR
SSKP,Copacel Airport,Palotina,BR
SSKQ,Fazenda Santa Rosa Airport,Nova Crixas,BR
SSKR,Fazenda Primavera Airport,Parauna,BR
SSKT,Aeroclube de Santa Catarina Airport,Sao Jose,BR
SSKV,Retiro Sao Joao Airport,Ponta Pora,BR
SSKX,Fazenda Sao Luiz do Matao Airport,Carneirinho,BR
SSKY,Fazenda Querencia Airport,Tangara Da Serra,BR
SSKZ,Carazinho Airport,Carazinho,BR
SSLA,Laguna Airport,Laguna,BR
SSLB,Fazenda Sao Paulino Airport,Corumba,BR
SSLC,Fazenda Laguna Carem Airport,Laguna Carapa,BR
SSLD,Fazenda Lourdes Airport,Corumba,BR
SSLF,Fazenda Palmeira Airport,Taquarussu,BR
SSLG,Sao Luis Gonzaga Airport,Sao Luis Gonzaga,BR
SSLJ,Fazenda Santa Izabel Airport,Flores De Goias,BR
SSLK,Fazenda Aldeia Airport,Coxim,BR
SSLL,Fazenda Itaguassu Airport,Antonio Joao,BR
SSLO,Loanda Airport,Loanda,BR
SSLP,Fazenda Lucero Pora Airport,Porto Murtinho,BR
SSLQ,Fazenda Campanario Airport,Laguna Carapa,BR
SSLR,Ocorema Airport,Ladario,BR
SSLS,Salto Santiago Airport,Laranjeiras Do Sul,BR
SSLU,Fazenda Aurora Airport,Jardim,BR
SSLW,Fazenda Tres Cerros Airport,Bela Vista,BR
SSLX,Fazenda Brasilia do Sul Airport,Juti,BR
SSLZ,Fazenda Vitoria do Ivinhema Airport,Ivinhema,BR
SSMC,Fazenda Sao Miguel da Catequese Airport,Nova Andradina,BR
SSMD,Medianeira Airport,Medianeira,BR
SSME,Fazenda Ipiranga Airport,Anastacio,BR
SSMH,Fazenda Santa Maria Airport,Capao Do Leao,BR
SSMI,Fazenda Morrinhos Airport,Bela Vista,BR
SSMJ,Maracaju Airport,Maracaju,BR
SSMK,El Dorado Airport,Eldorado Do Sul,BR
SSML,Fazenda Maria Luiza Airport,Iguatemi,BR
SSMN,Kururuzinho Airport,Jacareacanga,BR
SSMP,Fazenda Tres Minas Airport,Itambe,BR
SSMR,Manoel Ribas Airport,Manoel Ribas,BR
SSMS,Fazenda Rancho Esperanca Airport,Aral Moreira,BR
SSMT,Mostardas Airport,Mostardas,BR
SSMV,Fazenda Boa Vista Airport,Pirassununga,BR
SSMW,Ica Airport,Peruibe,BR
SSMX,Fazenda Planalto Airport,Nova Resende,BR
SSMY,Sao Miguel do Iguacu Airport,Sao Miguel Do Iguacu,BR
SSMZ,Fazenda Sao Mateus Airport,Comodoro,BR
SSNA,Estancia Miranda Airport,Miranda,BR
SSNB,Navirai Airport,Navirai,BR
SSND,Santa Maria Airport,Sao Felix Do Araguaia,BR
SSNF,Fazenda Naisa Airport,Colombia,BR
SSNI,Fazenda Novo Rumo Airport,Navirai,BR
SSNJ,Fazenda Primavera Airport,Aquidauana,BR
SSNK,Sementes Petrovina Airport,Pedra Preta,BR
SSNL,Fazenda Essencia Airport,Nobres,BR
SSNM,Guaranta Airport,Guaranta Do Norte,BR
SSNN,Salvaterra II Airport,Joao Pinheiro,BR
SSNO,Nonoai Airport,Nonoai,BR
SSNP,Nova Prata Airport,Nova Prata,BR
SSNQ,Nioaque Airport,Nioaque,BR
SSNR,Fazenda Novo Horizonte Airport,Coxim,BR
SSNT,Fazenda Rosa Mistica Airport,Amambai,BR
SSNU,Santa Isabel Airport,Brotas,BR
SSNV,Fazenda Novo Hamburgo Airport,Corumba,BR
SSNW,Fazenda Buriti Airport,Barreiras,BR
SSNY,Fazenda Florida Airport,Caceres,BR
SSOC,Fazenda Sans Souci - Sede Airport,Corumba,BR
SSOD,Fazenda Pouso Alegre Airport,Miranda,BR
SSOF,Fazenda Vale da Serra Airport,Monte Azul,BR
SSOI,Pederneiras Airport,Pederneiras,BR
SSOJ,Fazenda Estrela Airport,Inocencia,BR
SSOK,14 Bis Airport,Londrina,BR
SSON,Fazenda Joalice Airport,Tacuru,BR
SSOO,Estancia J.D.S Airport,Fernao,BR
SSOP,Fazenda Cachoeirinha Airport,Aparecida Do Taboado,BR
SSOQ,Fazenda Barranco Alto Airport,Aquidauana,BR
SSOR,Chico Ledur Airport,Alegrete,BR
SSOS,Osorio Airport,Osorio,BR
SSOT,Fazenda Saco da Tapera Airport,Sao Romao,BR
SSOV,Fazenda Hora Airport,Urucuia,BR
SSOW,Comandante Carmelo Airport,Itaituba,BR
SSOY,FazendaMorada do Sol Airport,Nova Maringa,BR
SSPC,Fazenda Santa Julia Airport,Cocalinho,BR
